date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2004-01-15,Androy,Ambovombe-Androy,Ambovombe-androy,736,-25.18,46.09,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,584.5,0.27
2004-01-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,546.7,0.25
2004-01-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,560,0.26
2004-01-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,577.5,0.27
2004-01-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,528.5,0.24
2004-01-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,532,0.25
2004-01-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,442.4,0.2
2004-02-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,546.7,0.25
2004-02-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,602,0.28
2004-02-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,658,0.3
2004-02-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,531.3,0.25
2004-02-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,548.1,0.25
2004-02-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,485.1,0.22
2004-03-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,505.4,0.23
2004-03-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,612.5,0.28
2004-03-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,665,0.31
2004-03-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,595,0.28
2004-03-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,591.5,0.27
2004-03-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,531.3,0.25
2004-06-15,Androy,Ambovombe-Androy,Ambovombe-androy,736,-25.18,46.09,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,798,0.37
2004-06-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,658,0.3
2004-06-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,787.5,0.36
2004-06-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,791,0.37
2004-06-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,617.4,0.29
2004-06-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,761.6,0.35
2004-06-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,731.5,0.34
2004-07-15,Androy,Ambovombe-Androy,Ambovombe-androy,736,-25.18,46.09,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,800.1,0.37
2004-07-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,742.7,0.34
2004-07-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,784,0.36
2004-07-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,861,0.4
2004-07-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,668.5,0.31
2004-07-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,862.4,0.4
2004-07-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,878.5,0.41
2004-08-15,Androy,Ambovombe-Androy,Ambovombe-androy,736,-25.18,46.09,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1017.8,0.47
2004-08-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1035.3,0.48
2004-08-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,980,0.45
2004-08-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1022,0.47
2004-08-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,881.3,0.41
2004-08-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1040.2,0.48
2004-08-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1056.3,0.49
2004-12-15,Androy,Ambovombe-Androy,Ambovombe-androy,736,-25.18,46.09,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1750,0.81
2004-12-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1610,0.75
2004-12-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1911,0.88
2004-12-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1220.1,0.56
2004-12-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1618.4,0.75
2004-12-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1511.3,0.7
2005-01-15,Androy,Ambovombe-Androy,Ambovombe-androy,736,-25.18,46.09,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1706.6,0.79
2005-01-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1825.6,0.85
2005-01-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1977.5,0.92
2005-01-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,2100,0.97
2005-01-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1307.6,0.61
2005-01-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,2898,1.34
2005-01-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1750,0.81
2005-02-15,Androy,Ambovombe-Androy,Ambovombe-androy,736,-25.18,46.09,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1412.6,0.65
2005-02-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1184.4,0.55
2005-02-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1178.1,0.55
2005-02-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1400,0.65
2005-02-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1202.6,0.56
2005-02-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1194.2,0.55
2005-02-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1045.1,0.48
2005-03-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,867.3,0.4
2005-03-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1102.5,0.51
2005-03-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1283.1,0.59
2005-03-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1142.4,0.53
2005-03-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,986.3,0.46
2005-03-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,870.8,0.4
2005-04-15,Androy,Ambovombe-Androy,Ambovombe-androy,736,-25.18,46.09,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1047.2,0.48
2005-04-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,810.6,0.38
2005-04-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,980,0.45
2005-04-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1026.9,0.48
2005-04-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,917.7,0.42
2005-04-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,968.1,0.45
2005-04-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,884.8,0.41
2005-05-15,Androy,Ambovombe-Androy,Ambovombe-androy,736,-25.18,46.09,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,970.2,0.45
2005-05-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,787.5,0.36
2005-05-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,994,0.46
2005-05-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1061.9,0.49
2005-05-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,717.5,0.33
2005-05-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,906.5,0.42
2005-05-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,830.2,0.38
2005-06-15,Androy,Ambovombe-Androy,Ambovombe-androy,736,-25.18,46.09,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1017.1,0.47
2005-06-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,770,0.36
2005-06-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1026.9,0.48
2005-06-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1036,0.48
2005-06-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,819.7,0.38
2005-06-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,948.5,0.44
2005-06-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,875,0.41
2005-07-15,Androy,Ambovombe-Androy,Ambovombe-androy,736,-25.18,46.09,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1015,0.47
2005-07-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,921.9,0.43
2005-07-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1038.1,0.48
2005-07-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1050,0.49
2005-07-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,870.1,0.4
2005-07-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,983.5,0.46
2005-07-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1035.3,0.48
2005-08-15,Androy,Ambovombe-Androy,Ambovombe-androy,736,-25.18,46.09,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1120,0.52
2005-08-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,927.5,0.43
2005-08-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1038.1,0.48
2005-08-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1050,0.49
2005-08-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,989.8,0.46
2005-08-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1046.5,0.48
2005-08-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1145.2,0.53
2005-11-15,Androy,Ambovombe-Androy,Ambovombe-androy,736,-25.18,46.09,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1101.1,0.51
2005-11-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1044.4,0.48
2005-11-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1190,0.55
2005-11-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1225,0.57
2005-11-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,863.1,0.4
2005-11-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1123.5,0.52
2005-11-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,965.3,0.45
2005-12-15,Androy,Ambovombe-Androy,Ambovombe-androy,736,-25.18,46.09,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1093.4,0.51
2005-12-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,974.4,0.45
2005-12-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1190,0.55
2005-12-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,878.5,0.41
2005-12-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1015,0.47
2005-12-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,928.9,0.43
2006-01-15,Androy,Ambovombe-Androy,Ambovombe-androy,736,-25.18,46.09,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1044.4,0.48
2006-01-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,921.9,0.43
2006-01-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1050,0.49
2006-01-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1050,0.49
2006-01-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,780.5,0.36
2006-01-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,975.8,0.45
2006-01-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,870.1,0.4
2006-02-15,Androy,Ambovombe-Androy,Ambovombe-androy,736,-25.18,46.09,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1033.9,0.48
2006-02-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,910,0.42
2006-02-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1050,0.49
2006-02-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1050,0.49
2006-02-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,949.9,0.44
2006-02-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,892.5,0.41
2006-02-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,770,0.36
2006-03-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,892.5,0.41
2006-03-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,989.1,0.46
2006-03-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1085,0.5
2006-03-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,931.7,0.43
2006-03-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,875,0.41
2006-03-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,762.3,0.35
2006-04-15,Androy,Ambovombe-Androy,Ambovombe-androy,736,-25.18,46.09,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1019.2,0.47
2006-04-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,896,0.41
2006-04-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,997.5,0.46
2006-04-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1096.9,0.51
2006-04-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,912.8,0.42
2006-04-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,879.2,0.41
2006-04-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,765.1,0.35
2006-05-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,886.9,0.41
2006-05-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1026.9,0.48
2006-05-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1162,0.54
2006-05-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,868,0.4
2006-05-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,903.7,0.42
2006-05-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,779.8,0.36
2006-06-15,Androy,Ambovombe-Androy,Ambovombe-androy,736,-25.18,46.09,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1017.1,0.47
2006-06-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,880.6,0.41
2006-06-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1009.4,0.47
2006-06-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1050,0.49
2006-06-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,860.3,0.4
2006-06-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,945,0.44
2006-06-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,829.5,0.38
2006-07-15,Androy,Ambovombe-Androy,Ambovombe-androy,736,-25.18,46.09,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1064.7,0.49
2006-07-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,991.9,0.46
2006-07-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1036,0.48
2006-07-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1079.4,0.5
2006-07-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,989.1,0.46
2006-07-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1015,0.47
2006-07-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1010.1,0.47
2006-10-15,Androy,Ambovombe-Androy,Ambovombe-androy,736,-25.18,46.09,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1248.8,0.58
2006-10-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1236.9,0.57
2006-10-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1225,0.57
2006-10-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1236.9,0.57
2006-10-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1288.7,0.6
2006-10-15,Anosy,Taolagnaro,Fort-Dauphin,739,-25.03,46.97,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1286.25,0.6
2006-10-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1148,0.53
2006-10-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1164.8,0.54
2006-11-15,Androy,Ambovombe-Androy,Ambovombe-androy,736,-25.18,46.09,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1260,0.58
2006-11-15,Androy,Bekily,Morafeno Bekily,738,-24.22,45.32,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1178.1,0.55
2006-11-15,Androy,Beloha,Beloha,734,-25.17,45.06,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1225,0.57
2006-11-15,Androy,Tsihombe,Tsihombe,735,-25.32,45.48,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1225,0.57
2006-11-15,Anosy,Amboasary-Atsimo,Amboasary Sud,737,-25.04,46.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1304.8,0.6
2006-11-15,Anosy,Taolagnaro,Fort-Dauphin,739,-25.03,46.97,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1225,0.57
2006-11-15,Atsimo Andrefana,Ampanihy Ouest,Ampanihy,733,-24.7,44.75,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1100.4,0.51
2006-11-15,Atsimo Andrefana,Betioky Atsimo,Betioky,732,-23.72,44.38,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1070.3,0.5
2006-12-15,Androy,Ambovombe-Androy,Ambovombe-androy,736,-25.18,46.09,cereals and tubers,Rice (local),71,KG,actual,Retail,MGA,1527.4,0.71
